car name,engine_capacity,cylinder,horse_power,top_speed,brand,country,num_seats,Price_USD
MG RX5 2021 2.0T LUX (AWD),2.0,4,220,180,mg,uae,5,22084.65
Bestune T77 Pro 2021 1.5T Comfort,1.5,4,166,192,bestune,uae,5,21735.0
Hyundai H1 2021 3-Seater Panel Van M/T,2.4,4,175,182,hyundai,uae,3,21772.800000000003
Kia Sportage 2021 2.4L GDI LX (AWD),2.4,4,184,185,kia,uae,5,22140.0
Ford Escape 2021 1.5L EcoBoost S,1.5,3,180,200,ford,uae,5,22145.4
Skoda Kamiq 2021 1.6L Style Sport,1.6,4,110,183,skoda,uae,5,22410.0
Citroen C3 Aircross 2021 1.2T Shine,1.2,3,110,183,citroen,uae,5,22113.0
Nissan Urvan 2021 3-Seater Automatic (4-Door),2.5,4,147,170,nissan,uae,3,22396.5
Geely Emgrand X7 Sport 2021 2.4L Flagship (AWD),2.4,4,155,170,geely,uae,5,22140.0
Hyundai H1 2021 6-Seater Panel Van M/T,2.4,4,175,182,hyundai,uae,6,22339.800000000003
Nissan Urvan 2021 3-Seater Manual (5-Door),2.5,4,147,170,nissan,uae,3,22254.75
Mitsubishi L200 2021 2.4L Double Cab GLX (4WD),2.4,4,128,167,mitsubishi,uae,5,22383.0
Kia Sportage 2021 1.6L LX (FWD) Full Option,1.6,4,132,181,kia,uae,5,22410.0
Skoda Scala 2021 1.6L Style Leather,1.6,4,110,188,skoda,uae,5,22410.0
Chevrolet Equinox 2021 1.5T LS (FWD),1.5,4,170,190,chevrolet,uae,5,22410.0
Nissan Urvan 2021 3-Seater Automatic (5-Door),2.5,4,147,170,nissan,uae,3,23105.25
GAC GS4 2021 1.5T GE,1.5,4,152,180,gac,uae,5,22653.0
Skoda Kamiq 2021 1.6L Style Leather,1.6,4,110,183,skoda,uae,5,22815.0
Borgward BX5 2021 1.4T Comfort,1.4,4,147,180,borgward,uae,5,22680.0
Maxus V80 Cargo Van 2021 2.5L Cargo (M/T),2.5,4,136,160,maxus,uae,3,22680.0
Nissan X-Trail 2021 S 2WD (5-Seater),2.5,4,169,170,nissan,uae,5,22923.0
Maxus D90 2021 2.0T Elite (2WD),2.0,4,225,185,maxus,uae,7,22923.0
Nissan Navara 2021 CSF 4x2 A/T,2.5,4,168,160,nissan,uae,5,24975.0
Opel Astra Hatchback 2021 1.4T Elegance+,1.4,4,145,210,opel,uae,5,24273.0
Nissan X-Trail 2021 S 2WD (7-Seater),2.5,4,169,170,nissan,uae,7,23085.0
Hyundai Tucson 2021 1.6L GDI TLe Basic (FWD),1.6,4,132,170,hyundai,uae,5,23020.2
Fiat 500X 2021 1.4L Lounge,1.4,4,140,190,fiat,uae,5,22950.0
Subaru XV 2021 2.0L Standard,2.0,4,150,194,subaru,uae,5,22677.300000000003
Toyota Corolla 2021 1.8L XLI Hybrid,1.8,4,121,190,toyota,uae,5,22653.0
Maxus V80 15-Seater 2021 2.5L Passenger Van (M/T),2.5,4,136,160,maxus,uae,15,24030.0
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Mid,2.4,4,167,198,mitsubishi,uae,7,23355.0
Nissan Navara 2021 ASF 4x4 M/T,2.5,4,168,155,nissan,uae,6,26055.0
Mitsubishi Eclipse Cross 2021 1.5T GLS (Full Option),1.5,4,147,200,mitsubishi,uae,5,24003.0
Borgward BX5 2021 1.4T Fashion,1.4,4,147,180,borgward,uae,5,24097.5
Hyundai Tucson 2021 2.0L Mid (FWD),2.0,4,153,170,hyundai,uae,5,23473.800000000003
Nissan Urvan 2021 6-Seater Manual (5-Door),2.5,4,147,170,nissan,uae,6,23388.75
Bestune T77 Pro 2021 1.5T Deluxe,1.5,4,166,192,bestune,uae,5,23490.0
Mahindra XUV500 2021 2.2L W10 (AWD),2.2,4,140,180,mahindra,uae,5,23760.0
Toyota Hilux 2021 2.7L Double Cab GL M/T (4x2),2.7,4,164,165,toyota,uae,6,23368.5
Honda HR-V 2021 1.8 i-VTEC EX,1.8,4,140,190,honda,uae,5,23193.0
Toyota C HR 2021 1.8L GX Hybrid,1.8,4,121,170,toyota,uae,5,23463.0
Jeep Renegade 2021 2.4L Longitude 4x2,2.4,4,184,175,jeep,uae,5,24273.0
Mitsubishi ASX 2021 2.0L GLX (4WD) Full Option,2.0,4,150,191,mitsubishi,uae,5,24273.0
Toyota Rav4 2021 2.5L (2WD) EX,2.5,4,176,200,toyota,uae,5,24273.0
Peugeot Expert 2021 Van L3 A/T,2.0,4,120,170,peugeot,uae,5,22734.0
Peugeot 2008 2021 1.2T (130HP) Allure+,1.2,3,130,200,peugeot,uae,5,24273.0
Chevrolet Malibu 2021 1.5L Turbo LT,1.5,4,165,220,chevrolet,uae,5,24445.800000000003
Skoda Octavia A8 2021 1.4 TSI Ambition,1.4,4,150,220,skoda,uae,5,24273.0
GAC GA8 2021 2.0T GE,2.0,4,198,200,gac,uae,4,24570.0
Mazda CX-30 2021 2.0L Elite 2WD,2.0,4,155,192,mazda,uae,5,24273.0
Toyota Corolla Cross 2021 1.8L XL (HEV),1.8,4,292,221,toyota,uae,5,24273.0
Jeep Compass 2021 2.4L Longitude (4x4),2.4,4,180,180,jeep,uae,5,24273.0
Nissan Urvan 2021 6-Seater Automatic (5-Door),2.5,4,147,170,nissan,uae,6,24806.25
Toyota C HR 2021 1.8L VX Hybrid,1.8,4,121,170,toyota,uae,5,25353.0
Soueast DX7 2021 1.8T Prime,1.5,4,195,180,soueast,uae,5,24705.0
MG HS 2021 2.0T Luxury (AWD),2.0,4,231,210,mg,uae,5,24919.65
Nissan Navara 2021 CSF 4x4 A/T,2.5,4,168,155,nissan,uae,5,27675.000000000004
Nissan Altima 2021 2.5 S,2.5,4,188,220,nissan,uae,5,25083.0
Bestune T77 Pro 2021 1.5T Premium,1.5,4,166,192,bestune,uae,5,24975.0
GMC Terrain 2021 1.5T SLE (FWD),1.5,4,170,200,gmc,uae,5,25299.0
GAC GS5 2021 1.5T GE,1.5,4,169,190,gac,uae,5,25623.0
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) High,2.4,4,167,198,mitsubishi,uae,7,25785.0
Renault Koleos 2021 2.5L PE (4WD),2.5,4,170,199,renault,uae,5,25893.0
Kia Niro 2021 1.6L HEV,1.6,4,139,172,kia,uae,5,25486.65
Toyota Camry 2021 2.5L S (204 HP),2.5,4,204,195,toyota,uae,5,25785.0
Hyundai Santa Fe 2021 2.4L GDI Base (FWD),2.4,4,241,221,hyundai,uae,5,25458.300000000003
Borgward BX7 2021 2.0T FWD Base (5-Seater),2.0,4,300,221,borgward,uae,5,25515.0
Subaru XV 2021 2.0L-S EyeSight,2.0,4,150,194,subaru,uae,5,25650.0
Toyota Corolla 2021 1.8L GLI Hybrid,1.8,4,121,190,toyota,uae,5,25893.0
Peugeot Boxer 2021 2.2L Diesel (L2H2),2.2,4,130,150,peugeot,uae,2,25083.0
Hyundai H1 2021 9-Seater Wagon A/T Base,2.4,4,175,182,hyundai,uae,9,25911.9
Toyota Camry 2021 2.5L S (204 HP),2.5,4,204,195,toyota,uae,5,25785.0
Jeep Cherokee 2021 2.4L Sport,2.4,4,184,175,jeep,uae,5,26730.0
Kia Cadenza 2021 3.5L MPI Base,3.5,6,290,230,kia,uae,5,26163.0
Nissan Altima 2021 2.5 Sport,2.5,4,188,220,nissan,uae,5,26595.0
Hyundai H1 2021 12-Seater Wagon A/T High,2.4,4,175,182,hyundai,uae,12,26460.0
Chevrolet Malibu 2021 2.0L Turbo LT,2.0,4,250,250,chevrolet,uae,5,26114.4
Nissan X-Trail 2021 S AWD (5-Seater),2.5,4,169,170,nissan,uae,5,26595.0
Mitsubishi Pajero 2021 3.0L GLS 5 Door Mid,3.0,6,177,180,mitsubishi,uae,7,26163.0
Mazda CX-30 2021 2.0L Urban AWD,2.0,4,155,192,mazda,uae,5,26973.0
"RAM 1500 2021 3.6L Classic ST (Regular Cab) ""4x4""",3.6,6,305,175,ram,uae,3,26973.0
Toyota Innova 2021 2.7L SE,2.7,4,164,170,toyota,uae,8,26905.5
Nissan Navara 2021 CSPF 4x4 A/T,2.5,4,168,160,nissan,uae,5,28485.000000000004
Mazda CX-5 2021 2.5L GL (FWD),2.5,4,188,210,mazda,uae,5,26973.0
Zotye T700 2021 Royal,2.0,4,140,185,zotye,uae,5,26904.15
Jeep Renegade 2021 Limited,2.4,4,184,175,jeep,uae,5,26973.0
Alfa Romeo Giulietta 2021 Super,1.4,4,170,220,alfa-romeo,uae,5,26973.0
Borgward BX5 2021 1.4T Elite,1.4,4,147,180,borgward,uae,5,26932.5
Opel Grandland X 2021 1.6T Innovation,1.6,4,163,201,opel,uae,5,25650.0
Mazda 3 Hatchback 2021 2.0L Intense,2.0,4,153,197,mazda,uae,5,26973.0
Borgward BX7 2021 2.0T Elite FWD (7-Seater),2.0,4,224,206,borgward,uae,7,26932.5
Peugeot Expert 2021 Combi L3 A/T (6 seater),2.0,4,120,170,peugeot,uae,6,26973.0
GAC GA8 2021 2.0T GL,2.0,4,198,200,gac,uae,4,27783.000000000004
Kia Sorento 2021 2.5L (FWD),2.5,4,178,190,kia,uae,7,26973.0
Toyota Corolla Cross 2021 1.8L GLI (HEV),1.8,4,292,221,toyota,uae,5,27243.0
Toyota Rav4 2021 2.5L 4WD EXR,2.5,4,176,200,toyota,uae,5,27783.000000000004
Changan CS95 2022 2.0T Royal (7-Seater) AWD,2.0,4,233,190,changan,uae,7,35100.0
Bestune T77 Pro 2021 1.5T Limousine,1.5,4,166,192,bestune,uae,5,27405.0
Peugeot 2008 2021 1.2T (155HP) GT,1.2,3,155,208,peugeot,uae,5,26973.0
Toyota Hilux 2021 2.7L Single Cab GLX (4x4),2.7,4,164,170,toyota,uae,3,27216.0
Peugeot 3008 2021 1.6T Active+,1.6,4,181,222,peugeot,uae,5,26973.0
Hyundai H1 2021 9-Seater Wagon A/T Mid,2.4,4,175,182,hyundai,uae,9,27378.0
"Nissan Urvan 2021 MICROBUS 4 DOORS, 13 SEATER M/T, HIGH ROOF",2.5,4,213,221,nissan,uae,5,28208.250000000004
Toyota Innova 2021 2.7L SE,2.7,4,164,170,toyota,uae,8,26905.5
Toyota Hiace 2021 3.5L GL STD Roof Panel Van (3-Seater),3.5,4,277,160,toyota,uae,3,28053.000000000004
Skoda Octavia A8 2021 1.4 TSI Style,1.4,4,150,220,skoda,uae,5,28350.000000000004
Borgward BX7 2021 2.0T FWD Full Option (5-Seater),2.0,4,300,221,borgward,uae,5,28350.000000000004
Renault Koleos 2021 2.5L LE (4WD),2.5,4,170,199,renault,uae,5,28080.000000000004
Isuzu D-MAX 2021 3.0L Crew Cab 4WD LS,3.0,4,190,170,isuzu,uae,5,28350.000000000004
Mazda CX-5 2021 2.5L GT (AWD),2.5,4,188,210,mazda,uae,5,28350.000000000004
Hyundai Santa Fe 2021 2.4L GDI Mid (FWD),2.4,4,241,221,hyundai,uae,5,28009.800000000003
Zotye T700 2021 Flagship,2.0,4,140,185,zotye,uae,5,28038.15
Audi A3 Sedan 2021 30 TFSI (116 HP),1.0,3,116,211,audi,uae,5,27839.7
Kia Cadenza 2021 3.3L GDi Mid,3.3,6,284,235,kia,uae,5,28053.000000000004
Toyota Hilux 2021 2.7L Double Cab GL M/T (4x4),2.7,4,164,165,toyota,uae,5,27796.500000000004
Mazda 3 Hatchback 2021 2.0L 100th Anniversary,2.0,4,153,197,mazda,uae,5,28323.000000000004
Audi A3 Sedan 2021 30 TFSI Sport (116 HP),1.0,3,116,211,audi,uae,5,29257.2
"Nissan Urvan 2021 MICROBUS 4 DOORS, 13 SEATER A/T, HIGH ROOF",2.5,4,213,221,nissan,uae,5,29058.750000000004
Chevrolet Malibu 2021 1.5L Turbo Premier,1.5,4,165,220,chevrolet,uae,5,29230.2
Ford Ranger 2021 2.5L Double Cab (Base) Low-Rider 4X2 M/T,2.5,4,164,170,ford,uae,5,29172.15
Alfa Romeo Giulietta 2021 Veloce,1.8,4,241,244,alfa-romeo,uae,5,29430.000000000004
Citroen SpaceTourer 2021 2.0T Business,2.0,4,150,185,citroen,uae,8,28593.000000000004
Mitsubishi Outlander 2021 3.0L GLS (7-Seater) High,3.0,6,227,205,mitsubishi,uae,7,29160.000000000004
Subaru Legacy 2021 3.6L R-S,3.6,6,257,240,subaru,uae,5,29430.000000000004
Kia Sportage 2021 1.6T-GDI GT (AWD),1.6,4,177,201,kia,uae,5,29160.000000000004
Mitsubishi Pajero 2021 3.0L GLS 5 Door High,3.0,6,177,180,mitsubishi,uae,7,29430.000000000004
Peugeot Boxer 2021 2.2L Diesel (L4H3),2.2,4,130,150,peugeot,uae,2,28323.000000000004
Mitsubishi Pajero 2021 3.8L GLS 3 Door High,3.8,6,241,180,mitsubishi,uae,5,29133.000000000004
Subaru WRX 2021 2.0T Standard,2.0,4,265,240,subaru,uae,5,29403.000000000004
Chevrolet Silverado 2021 4.3L V6 WT,5.3,6,285,180,chevrolet,uae,6,29943.000000000004
Peugeot 5008 2021 1.6T Active,1.6,4,180,219,peugeot,uae,7,28323.000000000004
Kia Sorento 2021 2.5L (AWD),2.5,4,178,190,kia,uae,7,29700.000000000004
Isuzu D-MAX 2021 3.0L Crew Cab 4WD GT,3.0,4,190,170,isuzu,uae,5,29767.500000000004
Toyota Hiace 2021 3.5L GLS high roof (3 seater),3.5,4,277,160,toyota,uae,3,29943.000000000004
Abarth 595 2021 1.4T Competizione (Hard-Top),1.4,4,180,225,abarth,uae,4,29700.000000000004
Peugeot 508 2021 1.6T Active+,1.6,4,180,230,peugeot,uae,5,25623.0
Skoda Kodiaq 2021 1.4 TSI Ambition (7-seater),1.4,4,150,194,skoda,uae,7,29700.000000000004
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) mid,3.0,6,215,182,mitsubishi,uae,7,29673.000000000004
Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X2 M/T,2.5,4,164,170,ford,uae,5,30022.65
Borgward BX7 2021 2.0T AWD Mid Option (5-Seater),2.0,4,300,221,borgward,uae,5,29767.500000000004
Jeep Cherokee 2021 3.2L Longitude,3.2,6,271,185,jeep,uae,5,29673.000000000004
Toyota Hilux 2021 2.7L Double Cab GLX M/T (4x4),2.7,4,164,165,toyota,uae,5,30847.500000000004
Nissan X-Trail 2021 SV AWD (7-Seater),2.5,4,169,170,nissan,uae,7,31050.000000000004
Jeep Compass 2021 2.4L Limited (4x4),2.4,4,180,180,jeep,uae,5,31023.000000000004
Audi A3 Sedan 2021 35 TFSI Sport (150 HP),1.4,4,150,224,audi,uae,5,30952.800000000003
Honda Odyssey J 2021 2.4 EX,2.4,4,172,170,honda,uae,8,30483.000000000004
Hyundai Santa Fe 2021 3.5L Base (AWD),3.5,6,363,221,hyundai,uae,5,30901.500000000004
Kia Sportage 2021 2.4L GDI GT (AWD),2.4,4,184,185,kia,uae,5,30645.000000000004
Hyundai Tucson 2021 2.4L GDI Full Option (AWD),2.4,4,181,180,hyundai,uae,5,31411.800000000003
Chevrolet Equinox 2021 2.0T Premier (AWD),2.0,4,252,200,chevrolet,uae,5,31860.000000000004
Ford Ranger 2021 2.2L Double Cab (Base) Hi-Rider 4X4 M/T,2.2,4,118,160,ford,uae,5,31723.65
Ford Edge 2021 Ambient,2.0,4,250,200,ford,uae,5,31868.100000000002
Subaru Forester 2021 2.0i-L EyeSight,2.0,4,150,188,subaru,uae,5,31293.000000000004
Nissan Altima 2021 2.0 Turbo SV,2.0,4,248,220,nissan,uae,5,31185.000000000004
Borgward BX7 2021 2.0T AWD Mid Option (7-Seater),2.0,4,300,221,borgward,uae,5,31185.000000000004
Mitsubishi Outlander 2021 2.4L GLX (7-Seater) Super High,2.4,4,165,205,mitsubishi,uae,7,31833.000000000004
Ford Ranger 2021 2.5L Double Cab (Base) Hi-Rider 4X4 M/T,2.5,4,164,170,ford,uae,5,31156.65
Changan CS95 2021 2.0T Classic (7-Seater) FWD,2.0,4,233,185,changan,uae,7,31185.000000000004
Jeep Cherokee 2021 3.2L Limited,3.2,6,271,185,jeep,uae,5,32373.000000000004
"RAM 1500 2021 3.6L Classic ST (Crew Cab) ""4x4""",3.6,6,305,175,ram,uae,3,32373.000000000004
Nissan Altima 2021 2.5 SL,2.5,4,188,220,nissan,uae,5,32265.000000000004
Maxus D90 2021 2.0T Executive Luxury (4WD),2.0,4,225,175,maxus,uae,7,32332.500000000004
Abarth 595 2021 1.4T Competizione (Convertible),1.4,4,180,225,abarth,uae,4,32400.000000000004
Mazda CX-9 2021 2.5T GS (AWD),2.5,4,230,210,mazda,uae,7,32400.000000000004
Mitsubishi Pajero 2021 3.8L 5 Door Mid,3.8,6,243,180,mitsubishi,uae,7,32400.000000000004
Renault Megane Hatchback 2021 RS (280 Hp),1.8,4,280,255,renault,uae,5,32373.000000000004
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) top,3.0,6,215,182,mitsubishi,uae,7,32400.000000000004
Toyota Fortuner 2021 2.7L EXR,2.7,4,164,180,toyota,uae,7,32400.000000000004
Nissan X-Trail 2021 SV X-Treamer AWD (7-Seater),2.5,4,169,170,nissan,uae,7,32373.000000000004
Abarth 695 2021 1.4T Rivale (Hard-Top),1.4,4,180,225,abarth,uae,4,32400.000000000004
Toyota Hilux 2021 2.7L Double Cab GLX A/T (4x4),2.7,4,164,170,toyota,uae,5,33007.5
Toyota Camry 2021 2.5L LE HEV (215 HP),2.5,4,292,221,toyota,uae,5,32744.250000000004
Renault Megane Hatchback 2021 RS Trophy (280 Hp),1.8,4,280,255,renault,uae,5,33723.0
Honda CR-V 2021 Touring (AWD),2.4,4,184,200,honda,uae,5,33183.0
Ford Escape 2021 2.0L EcoBoost Titanium (AWD),2.0,4,240,200,ford,uae,5,32844.15
Kia Grand Carnival 2021 3.5L GDI EX,3.5,6,290,210,kia,uae,7,33183.0
Hyundai H1 2021 9-Seater Wagon A/T High,2.4,4,175,182,hyundai,uae,9,33906.600000000006
Alfa Romeo Giulia 2021 Base,2.0,4,330,221,alfa-romeo,uae,5,34830.0
Nissan X-Trail 2021 SL AWD (7-Seater),2.5,4,169,170,nissan,uae,7,33885.0
Mazda CX-5 2021 2.5L Ignite Edition,2.5,4,188,210,mazda,uae,5,34560.0
Toyota Camry 2021 3.5L Sport (298 HP),3.5,6,298,235,toyota,uae,5,34803.0
Borgward BX7 2021 2.0T AWD Full Option (5-Seater),2.0,4,300,221,borgward,uae,5,34020.0
Kia Sorento 2021 3.5L (AWD),2.5,6,268,190,kia,uae,7,33750.0
Hyundai Santa Fe 2021 3.5L Mid (AWD),3.5,6,363,221,hyundai,uae,5,34803.0
Skoda Kodiaq 2021 1.4 TSI Style (7-seater),1.4,4,150,194,skoda,uae,7,35100.0
Abarth 695 2021 1.4T Rivale (Convertible),1.4,4,180,225,abarth,uae,4,35100.0
Subaru WRX 2021 2.5T STi Standard,2.5,4,300,250,subaru,uae,5,35100.0
Chevrolet Traverse 2021 3.6L LT (FWD),3.6,6,310,208,chevrolet,uae,8,35181.0
Hongqi HS5 2021 2.0T Comfort,2.0,4,224,210,hongqi,uae,5,33736.5
Mitsubishi Pajero 2021 3.8L GLS 5 Door high,3.8,6,250,200,mitsubishi,uae,7,35100.0
Changan CS95 2022 2.0T Royal (7-Seater) AWD,2.0,4,233,190,changan,uae,7,35100.0
Dodge Charger 2021 3.6L GT,3.6,6,300,210,dodge,uae,5,35073.0
Toyota Land Cruiser Prado 2021 (3 Door) 2.7L GXR,2.7,4,160,170,toyota,uae,5,35073.0
Borgward BX7 2021 2.0T AWD Ultimate (7-Seater),2.0,4,224,206,borgward,uae,7,35437.5
Mitsubishi Montero Sport 2021 3.0L GLS (4WD) premium,3.0,6,215,182,mitsubishi,uae,7,35100.0
Jeep Grand Cherokee 2021 3.6L Laredo 4x2,3.6,6,290,190,jeep,uae,5,35073.0
Toyota Previa 2021 2.4L S,2.4,4,168,185,toyota,uae,8,35694.0
Citroen SpaceTourer 2021 2.0T Business Lounge,2.0,4,150,185,citroen,uae,8,36153.0
Peugeot 3008 2021 1.6T GT,1.6,4,181,222,peugeot,uae,5,37773.0
Mazda CX-9 2021 2.5T GT (AWD),2.5,4,230,210,mazda,uae,7,36450.0
Haval H9 2021 Super Dignity,2.0,4,248,200,haval,uae,7,36423.0
Kia Stinger 2021 2.0T (255 PS),2.0,4,251,240,kia,uae,5,35883.0
Honda Odyssey J 2021 2.4 EX V,2.4,4,172,170,honda,uae,7,36423.0
Mazda CX-5 2021 2.5L GTX (AWD),2.5,4,188,210,mazda,uae,5,35910.0
Kia Cadenza 2021 3.5L MPI Top,3.5,6,290,230,kia,uae,5,36450.0
Nissan Altima 2021 2.0 Turbo SL,2.0,4,248,220,nissan,uae,5,36153.0
BMW X2 2021 sDrive20i,2.0,4,189,180,bmw,uae,5,36855.0
Skoda Superb 2021 2.0 TSI L&K (AWD),2.0,4,268,250,skoda,uae,5,36450.0
Toyota Camry 2021 2.5L Limited HEV (215 HP),2.5,4,292,221,toyota,uae,5,36450.0
Toyota Land Cruiser Prado 2021 2.7L EXR,2.7,4,164,170,toyota,uae,7,36693.0
Peugeot Traveller 2021 L3 VIP,2.0,4,180,221,peugeot,uae,5,37773.0
Toyota Hiace 2021 3.5L high roof commuter (13 seater),3.5,4,277,160,toyota,uae,13,36963.0
Chevrolet Malibu 2021 2.0L Turbo Premier,2.0,4,250,220,chevrolet,uae,5,36514.8
Subaru Outback 2021 3.6L R-S EyeSight AWD,3.6,6,257,235,subaru,uae,5,36450.0
Peugeot 5008 2021 1.6T GT Line,1.6,4,180,219,peugeot,uae,7,37773.0
Kia Cadenza 2021 3.3L GDi Top,3.3,6,284,235,kia,uae,5,37260.0
Chevrolet Silverado 2021 2.7 Turbo LT,2.7,4,310,180,chevrolet,uae,6,37503.0
Nissan Maxima 2021 3.5L SV,3.5,6,300,211,nissan,uae,5,38205.0
Toyota Hilux 2021 4.0L Adventure (4x4),4.0,6,235,170,toyota,uae,5,38610.0
Mini Hatch 2021 3-Door Cooper,1.5,3,136,210,mini,uae,4,37800.0
Audi Q3 2021 35 TFSI (150 HP),1.4,4,150,206,audi,uae,5,38782.8
Skoda Kodiaq 2021 1.4 TSI Sport line (7-seater),1.4,4,150,194,skoda,uae,7,37800.0
Toyota Rav4 2021 2.5L VXR Hybrid,2.5,4,203,200,toyota,uae,5,37773.0
Peugeot 508 2021 1.6T GT,1.6,4,225,220,peugeot,uae,5,37773.0
Toyota Land Cruiser Pick Up 2021 4.0L Double Cab,4.0,6,228,180,toyota,uae,6,38272.5
Toyota Land Cruiser Prado 2021 2.7L GXR,2.7,4,164,170,toyota,uae,7,39123.0
Infiniti Q30 2021 2.0T Premium,2.0,4,208,230,infiniti,uae,5,39150.0
Toyota Previa 2021 2.4L SE,2.4,4,168,185,toyota,uae,7,39096.0
RAM 1500 2021 5.7L Sport (Regular Cab),5.7,8,395,175,ram,uae,5,39393.0
Ford Transit 2021 3.7L 150XL (Low Roof),3.7,6,275,158,ford,uae,2,39094.65
Dodge Charger 2021 3.6L GTS,3.6,6,300,210,dodge,uae,5,39123.0
Mini Hatch 2021 5-Door Cooper,1.5,3,136,207,mini,uae,5,39150.0
Mazda CX-5 2021 2.5L 100th Anniversary,2.5,4,188,210,mazda,uae,5,39150.0
GMC Terrain Denali 2021 2.0T (AWD),2.0,4,252,200,gmc,uae,5,38934.0
Jeep Grand Cherokee 2021 3.6L Laredo,3.6,6,290,190,jeep,uae,5,39123.0
Chevrolet Silverado 2021 5.3 V8 RST,5.3,4,355,180,chevrolet,uae,6,40473.0
Ford Explorer 2021 2.3L EcoBoost XLT (Base Option) AWD,2.3,4,300,180,ford,uae,7,40033.170000000006
Alfa Romeo Giulia 2021 Super,2.0,4,330,221,alfa-romeo,uae,5,40500.0
Infiniti Q50 2021 3.0T Luxe,3.0,6,300,250,infiniti,uae,5,40500.0
Volvo XC40 2021 2.0T T4 FWD Momentum,2.0,4,190,230,volvo,uae,5,40473.0
Chevrolet Silverado 2021 6.6L WT (Heavy Duty),6.6,8,401,180,chevrolet,uae,6,40608.0
Hyundai Santa Fe 2021 3.5L High (AWD),3.5,6,363,221,hyundai,uae,5,39663.0
Mercedes-Benz A-class Sedan 2021 200,0.0,4,163,230,mercedes-benz,uae,5,40445.73
Ford Transit 2021 3.7L 150XL (Medium Roof),3.7,6,275,158,ford,uae,2,39661.65
Hyundai Veloster N 2021 2.0L T-GDI (sport),2.0,4,275,221,hyundai,uae,5,40230.0
Toyota Fortuner 2021 4.0L GXR,4.0,6,235,187,toyota,uae,7,39690.0
Chevrolet Camaro Coupe 2021 3.6L 1LT,3.6,6,335,250,chevrolet,uae,4,41202.0
Volkswagen Tiguan 2021 2.0 TSI Life,2.0,4,180,220,volkswagen,uae,5,30735.45
Toyota Land Cruiser Pick Up 2021 4.0L Single Cab,4.0,6,228,180,toyota,uae,3,40824.0
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top,4.0,6,228,180,toyota,uae,5,40689.0
Hyundai Palisade 2021 3.8L GDi (AWD) Smart,3.8,6,355,221,hyundai,uae,5,40824.0
Audi Q3 2021 35 TFSI Advanced (150 HP),1.4,4,150,206,audi,uae,5,40653.9
Hyundai Grand Santa Fe 2021 3.3L V6 GDI AWD,3.3,4,286,207,hyundai,uae,7,41107.5
Nissan Patrol Safari 2021 Safari M/T Hard Top,4.8,6,280,190,nissan,uae,7,41310.0
Volkswagen Tiguan 2021 2.0 TSI Elegance,2.0,4,180,220,volkswagen,uae,5,33590.97
Dodge Charger 2021 5.7L R/T,5.7,8,370,250,dodge,uae,5,41823.0
Toyota Highlander 2021 2.5L Hybrid GXR (AWD),2.5,4,292,221,toyota,uae,7,41823.0
Dodge Durango 2021 3.6L GT(RWD),3.6,6,295,197,dodge,uae,7,41823.0
Genesis G70 2021 2.0T Premium,2.0,4,252,240,genesis,uae,5,41985.0
Audi Q3 2021 40 TFSI (180 HP),2.0,4,180,206,audi,uae,5,42014.700000000004
Volvo XC40 2021 2.0T T5 FWD Momentum,2.0,4,247,230,volvo,uae,5,41823.0
Skoda Kodiaq 2021 2.0 TSI Sport line (AWD) 7-seater,2.0,4,180,207,skoda,uae,7,42390.0
Chevrolet Silverado 2021 5.3 V8 Trail Boss,5.3,8,355,172,chevrolet,uae,6,42417.0
Chevrolet Traverse 2021 3.6L LT Full Option (FWD),3.6,6,310,208,chevrolet,uae,8,42039.0
Infiniti Q50 2021 3.0T Sensory,3.0,6,300,250,infiniti,uae,5,43200.0
Jeep Wrangler Unlimited 2021 3.6L V6 Sport,3.6,6,285,185,jeep,uae,5,43173.0
Lexus UX 200 2021 Premier,2.0,4,169,180,lexus,uae,4,43200.0
Dodge Durango 2021 3.6L GT Black Top (RWD),3.6,6,290,197,dodge,uae,7,43173.0
Audi Q3 2021 35 TFSI S-line (150 HP),1.4,4,150,206,audi,uae,5,42950.25
Volkswagen Golf GTI 2021 2.0T P1 Full option,2.0,4,245,210,volkswagen,uae,5,37755.450000000004
Toyota Land Cruiser Prado 2021 2.7L VXR,2.7,4,164,170,toyota,uae,7,43173.0
Toyota Land Cruiser Prado 2021 4.0L EXR,4.0,6,271,200,toyota,uae,7,43173.0
Nissan Patrol Safari 2021 Safari A/T Hard Top,4.8,6,280,190,nissan,uae,7,42930.0
Mazda CX-9 2021 2.5T Ignite Edition (AWD),2.5,4,230,210,mazda,uae,7,43200.0
Chevrolet Traverse 2021 3.6L Premium (FWD),3.6,6,310,208,chevrolet,uae,8,44226.0
Audi A4 2021 35 TFSI Advanced (150 HP),2.0,4,150,225,audi,uae,5,44367.75
Dodge Charger 2021 5.7L Daytona 392,5.7,8,375,250,dodge,uae,5,44523.0
Toyota Fortuner 2021 4.0L VXR,4.0,6,235,187,toyota,uae,7,43740.0
